#
# Mean: -3.19284812e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.19284812e-02       6.691627e-08
      2              500       -3.19284812e-02       8.943390e-08
      5              200       -3.19284812e-02       1.274329e-07
     10              100       -3.19284812e-02       1.590500e-07
     20               50       -3.19284812e-02       1.815405e-07
     50               20       -3.19284812e-02       1.931902e-07
    100               10       -3.19284812e-02       2.146946e-07
    200                5       -3.19284812e-02       1.366423e-07
    300                3       -3.19284875e-02       2.003767e-07
    400                2       -3.19284742e-02       5.718882e-08
# Stocahstic error estimate: 2.146946e-07
#
