#
# Mean: -6.64560046e-03
# Block size    # of blocks         Mean                Error
      1             1000       -6.64560046e-03       1.280994e-07
      2              500       -6.64560046e-03       1.727112e-07
      5              200       -6.64560046e-03       2.510530e-07
     10              100       -6.64560046e-03       3.291113e-07
     20               50       -6.64560046e-03       4.146847e-07
     50               20       -6.64560046e-03       3.914986e-07
    100               10       -6.64560046e-03       3.784515e-07
    200                5       -6.64560046e-03       3.983941e-07
    300                3       -6.64579479e-03       4.204742e-07
    400                2       -6.64579086e-03       2.208432e-07
# Stocahstic error estimate: 4.146847e-07
#
