#
# Mean: -5.33705899e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.33705899e-02       5.549455e-06
      2              500       -5.33705899e-02       6.889424e-06
      5              200       -5.33705899e-02       8.558418e-06
     10              100       -5.33705899e-02       1.027424e-05
     20               50       -5.33705899e-02       1.160324e-05
     50               20       -5.33705899e-02       1.188385e-05
    100               10       -5.33705899e-02       1.446599e-05
    200                5       -5.33705899e-02       6.784800e-06
    300                3       -5.33666068e-02       1.605774e-05
    400                2       -5.33692941e-02       1.388759e-05
# Stocahstic error estimate: 1.188385e-05
#
