#
# Mean: -3.78611475e-03
# Block size    # of blocks         Mean                Error
      1             1000       -3.78611475e-03       5.253699e-08
      2              500       -3.78611475e-03       7.056407e-08
      5              200       -3.78611475e-03       1.018412e-07
     10              100       -3.78611475e-03       1.334448e-07
     20               50       -3.78611475e-03       1.683429e-07
     50               20       -3.78611475e-03       2.272915e-07
    100               10       -3.78611475e-03       2.182158e-07
    200                5       -3.78611475e-03       9.594333e-08
    300                3       -3.78604396e-03       1.730874e-07
    400                2       -3.78606475e-03       1.942093e-07
# Stocahstic error estimate: 2.272915e-07
#
