#
# Mean: -1.96569887e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.96569887e-02       9.867521e-08
      2              500       -1.96569887e-02       1.332893e-07
      5              200       -1.96569887e-02       1.918122e-07
     10              100       -1.96569887e-02       2.440693e-07
     20               50       -1.96569887e-02       2.992280e-07
     50               20       -1.96569887e-02       3.788444e-07
    100               10       -1.96569887e-02       4.572066e-07
    200                5       -1.96569887e-02       5.827196e-07
    300                3       -1.96572116e-02       3.675920e-07
    400                2       -1.96573053e-02       1.083734e-06
# Stocahstic error estimate: 5.827196e-07
#
