#
# Mean: -7.95974079e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.95974079e-02       3.826201e-06
      2              500       -7.95974079e-02       4.703326e-06
      5              200       -7.95974079e-02       5.694667e-06
     10              100       -7.95974079e-02       6.068354e-06
     20               50       -7.95974079e-02       6.146700e-06
     50               20       -7.95974079e-02       6.273332e-06
    100               10       -7.95974079e-02       8.249672e-06
    200                5       -7.95974079e-02       5.470214e-06
    300                3       -7.95999467e-02       8.178282e-06
    400                2       -7.95972592e-02       2.450155e-06
# Stocahstic error estimate: 6.146700e-06
#
