#
# Mean: -1.97170030e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97170030e-02       8.932164e-08
      2              500       -1.97170030e-02       1.193040e-07
      5              200       -1.97170030e-02       1.712825e-07
     10              100       -1.97170030e-02       2.156522e-07
     20               50       -1.97170030e-02       2.689361e-07
     50               20       -1.97170030e-02       3.468176e-07
    100               10       -1.97170030e-02       3.766475e-07
    200                5       -1.97170030e-02       3.566070e-07
    300                3       -1.97169971e-02       6.348851e-07
    400                2       -1.97167992e-02       6.551486e-07
# Stocahstic error estimate: 3.766475e-07
#
