#
# Mean: -3.17720683e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.17720683e-02       1.793358e-07
      2              500       -3.17720683e-02       2.443435e-07
      5              200       -3.17720683e-02       3.607461e-07
     10              100       -3.17720683e-02       4.571540e-07
     20               50       -3.17720683e-02       5.869973e-07
     50               20       -3.17720683e-02       7.137947e-07
    100               10       -3.17720683e-02       9.955892e-07
    200                5       -3.17720683e-02       1.179917e-06
    300                3       -3.17717933e-02       5.735151e-07
    400                2       -3.17719101e-02       1.602065e-06
# Stocahstic error estimate: 1.179917e-06
#
