#
# Mean: -4.59750969e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59750969e-02       3.172702e-07
      2              500       -4.59750969e-02       4.332967e-07
      5              200       -4.59750969e-02       6.341063e-07
     10              100       -4.59750969e-02       8.106649e-07
     20               50       -4.59750969e-02       1.033795e-06
     50               20       -4.59750969e-02       1.233638e-06
    100               10       -4.59750969e-02       1.234973e-06
    200                5       -4.59750969e-02       1.384027e-06
    300                3       -4.59755939e-02       1.638739e-06
    400                2       -4.59759981e-02       1.987038e-06
# Stocahstic error estimate: 1.234973e-06
#
