#
# Mean: -2.42519938e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42519938e-02       1.535073e-07
      2              500       -2.42519938e-02       1.956912e-07
      5              200       -2.42519938e-02       2.573010e-07
     10              100       -2.42519938e-02       3.093444e-07
     20               50       -2.42519938e-02       3.426974e-07
     50               20       -2.42519938e-02       3.356185e-07
    100               10       -2.42519938e-02       3.850686e-07
    200                5       -2.42519938e-02       3.137276e-07
    300                3       -2.42518536e-02       6.335649e-07
    400                2       -2.42520883e-02       6.061473e-07
# Stocahstic error estimate: 3.426974e-07
#
