#
# Mean: -5.14360906e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.14360906e-02       6.042631e-06
      2              500       -5.14360906e-02       7.348645e-06
      5              200       -5.14360906e-02       9.264412e-06
     10              100       -5.14360906e-02       1.022167e-05
     20               50       -5.14360906e-02       1.014040e-05
     50               20       -5.14360906e-02       9.223235e-06
    100               10       -5.14360906e-02       7.633892e-06
    200                5       -5.14360906e-02       6.629666e-06
    300                3       -5.14350406e-02       2.012055e-06
    400                2       -5.14350826e-02       1.277120e-05
# Stocahstic error estimate: 1.022167e-05
#
