#
# Mean: -1.97932570e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97932570e-02       4.465825e-08
      2              500       -1.97932570e-02       5.992920e-08
      5              200       -1.97932570e-02       8.539409e-08
     10              100       -1.97932570e-02       1.054963e-07
     20               50       -1.97932570e-02       1.357906e-07
     50               20       -1.97932570e-02       1.391605e-07
    100               10       -1.97932570e-02       1.567815e-07
    200                5       -1.97932570e-02       1.702093e-07
    300                3       -1.97932189e-02       2.567721e-07
    400                2       -1.97932325e-02       3.377051e-07
# Stocahstic error estimate: 1.391605e-07
#
