#
# Mean: -7.97682134e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97682134e-02       2.310175e-06
      2              500       -7.97682134e-02       2.910155e-06
      5              200       -7.97682134e-02       3.656427e-06
     10              100       -7.97682134e-02       4.024846e-06
     20               50       -7.97682134e-02       4.528303e-06
     50               20       -7.97682134e-02       3.789780e-06
    100               10       -7.97682134e-02       3.343999e-06
    200                5       -7.97682134e-02       4.782438e-06
    300                3       -7.97681350e-02       4.441679e-06
    400                2       -7.97675292e-02       7.771383e-07
# Stocahstic error estimate: 4.528303e-06
#
