#
# Mean: -7.98276353e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98276353e-02       2.260257e-06
      2              500       -7.98276353e-02       2.560335e-06
      5              200       -7.98276353e-02       2.964548e-06
     10              100       -7.98276353e-02       3.259383e-06
     20               50       -7.98276353e-02       3.596941e-06
     50               20       -7.98276353e-02       3.810855e-06
    100               10       -7.98276353e-02       3.290146e-06
    200                5       -7.98276353e-02       1.974824e-06
    300                3       -7.98266762e-02       1.827335e-06
    400                2       -7.98289005e-02       1.354590e-06
# Stocahstic error estimate: 3.810855e-06
#
