#
# Mean: -4.59010442e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59010442e-02       4.260696e-07
      2              500       -4.59010442e-02       5.875180e-07
      5              200       -4.59010442e-02       8.851836e-07
     10              100       -4.59010442e-02       1.176770e-06
     20               50       -4.59010442e-02       1.517026e-06
     50               20       -4.59010442e-02       2.077700e-06
    100               10       -4.59010442e-02       2.554785e-06
    200                5       -4.59010442e-02       3.715812e-06
    300                3       -4.59003718e-02       5.013893e-06
    400                2       -4.59000001e-02       9.813566e-06
