#
# Mean: -2.63531992e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.63531992e-01       2.323435e-05
      2              500       -2.63531992e-01       2.895988e-05
      5              200       -2.63531992e-01       3.783552e-05
     10              100       -2.63531992e-01       4.258466e-05
     20               50       -2.63531992e-01       5.269985e-05
     50               20       -2.63531992e-01       3.911288e-05
    100               10       -2.63531992e-01       4.180495e-05
    200                5       -2.63531992e-01       1.777310e-05
    300                3       -2.63522272e-01       3.105557e-05
    400                2       -2.63518309e-01       1.077325e-05
# Stocahstic error estimate: 5.269985e-05
#
