#
# Mean: -3.18084956e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18084956e-02       1.528997e-07
      2              500       -3.18084956e-02       2.073691e-07
      5              200       -3.18084956e-02       3.028173e-07
     10              100       -3.18084956e-02       3.869488e-07
     20               50       -3.18084956e-02       4.949427e-07
     50               20       -3.18084956e-02       6.758250e-07
    100               10       -3.18084956e-02       6.320870e-07
    200                5       -3.18084956e-02       6.012223e-07
    300                3       -3.18087446e-02       7.795132e-07
    400                2       -3.18085869e-02       1.405490e-06
# Stocahstic error estimate: 6.758250e-07
#
