#
# Mean: -3.15696728e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.15696728e-02       2.112411e-06
      2              500       -3.15696728e-02       2.708556e-06
      5              200       -3.15696728e-02       3.378533e-06
     10              100       -3.15696728e-02       4.021480e-06
     20               50       -3.15696728e-02       4.639884e-06
     50               20       -3.15696728e-02       5.723469e-06
    100               10       -3.15696728e-02       7.261842e-06
    200                5       -3.15696728e-02       5.196295e-06
    300                3       -3.15672584e-02       6.486897e-06
    400                2       -3.15674310e-02       8.348568e-06
# Stocahstic error estimate: 7.261842e-06
#
