#
# Mean: -7.98481974e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98481974e-02       2.812405e-06
      2              500       -7.98481974e-02       3.657636e-06
      5              200       -7.98481974e-02       3.962743e-06
     10              100       -7.98481974e-02       4.128635e-06
     20               50       -7.98481974e-02       4.393260e-06
     50               20       -7.98481974e-02       4.318709e-06
    100               10       -7.98481974e-02       5.347684e-06
    200                5       -7.98481974e-02       5.956523e-06
    300                3       -7.98490971e-02       3.936444e-06
    400                2       -7.98453228e-02       9.811641e-06
# Stocahstic error estimate: 4.128635e-06
#
