#
# Mean: -2.54336631e-01
# Block size    # of blocks         Mean                Error
      1             1000       -2.54336631e-01       8.400723e-05
      2              500       -2.54336631e-01       9.783005e-05
      5              200       -2.54336631e-01       1.173853e-04
     10              100       -2.54336631e-01       1.295877e-04
     20               50       -2.54336631e-01       1.183005e-04
     50               20       -2.54336631e-01       9.825034e-05
    100               10       -2.54336631e-01       6.001309e-05
    200                5       -2.54336631e-01       5.466492e-05
    300                3       -2.54375585e-01       4.287718e-05
    400                2       -2.54351475e-01       1.143433e-06
# Stocahstic error estimate: 1.295877e-04
#
