#
# Mean: -3.18045702e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18045702e-02       1.534093e-07
      2              500       -3.18045702e-02       2.084887e-07
      5              200       -3.18045702e-02       3.045433e-07
     10              100       -3.18045702e-02       3.755692e-07
     20               50       -3.18045702e-02       4.645395e-07
     50               20       -3.18045702e-02       4.225165e-07
    100               10       -3.18045702e-02       4.489471e-07
    200                5       -3.18045702e-02       6.007794e-07
    300                3       -3.18046909e-02       6.577374e-07
    400                2       -3.18045644e-02       1.637314e-06
# Stocahstic error estimate: 4.645395e-07
#
