#
# Mean: -1.97321096e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97321096e-02       8.438432e-08
      2              500       -1.97321096e-02       1.093077e-07
      5              200       -1.97321096e-02       1.484071e-07
     10              100       -1.97321096e-02       1.798233e-07
     20               50       -1.97321096e-02       2.049113e-07
     50               20       -1.97321096e-02       2.623909e-07
    100               10       -1.97321096e-02       2.779898e-07
    200                5       -1.97321096e-02       2.652274e-07
    300                3       -1.97320566e-02       1.886673e-07
    400                2       -1.97319447e-02       4.065186e-07
# Stocahstic error estimate: 2.779898e-07
#
