#
# Mean: -1.00521135e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.00521135e-02       1.908911e-07
      2              500       -1.00521135e-02       2.431989e-07
      5              200       -1.00521135e-02       3.379785e-07
     10              100       -1.00521135e-02       4.010312e-07
     20               50       -1.00521135e-02       4.639281e-07
     50               20       -1.00521135e-02       5.459249e-07
    100               10       -1.00521135e-02       6.246476e-07
    200                5       -1.00521135e-02       7.732434e-07
    300                3       -1.00524365e-02       1.303678e-07
    400                2       -1.00527419e-02       8.759907e-07
# Stocahstic error estimate: 7.732434e-07
#
