#
# Mean: -4.59303263e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59303263e-02       3.988985e-07
      2              500       -4.59303263e-02       5.439218e-07
      5              200       -4.59303263e-02       8.140622e-07
     10              100       -4.59303263e-02       1.033613e-06
     20               50       -4.59303263e-02       1.279346e-06
     50               20       -4.59303263e-02       1.552864e-06
    100               10       -4.59303263e-02       1.637714e-06
    200                5       -4.59303263e-02       2.226881e-06
    300                3       -4.59297515e-02       3.057470e-06
    400                2       -4.59297159e-02       3.339672e-06
