#
# Mean: -1.97180902e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97180902e-02       8.971836e-08
      2              500       -1.97180902e-02       1.215547e-07
      5              200       -1.97180902e-02       1.741065e-07
     10              100       -1.97180902e-02       2.186043e-07
     20               50       -1.97180902e-02       2.636245e-07
     50               20       -1.97180902e-02       3.217754e-07
    100               10       -1.97180902e-02       3.394705e-07
    200                5       -1.97180902e-02       3.469411e-07
    300                3       -1.97179787e-02       5.763538e-07
    400                2       -1.97178893e-02       2.520616e-07
# Stocahstic error estimate: 3.469411e-07
#
