#
# Mean: -5.51884835e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.51884835e-02       8.163834e-07
      2              500       -5.51884835e-02       1.038473e-06
      5              200       -5.51884835e-02       1.321883e-06
     10              100       -5.51884835e-02       1.530800e-06
     20               50       -5.51884835e-02       1.558750e-06
     50               20       -5.51884835e-02       1.750214e-06
    100               10       -5.51884835e-02       1.860464e-06
    200                5       -5.51884835e-02       1.963831e-06
    300                3       -5.51885459e-02       1.963718e-06
    400                2       -5.51896446e-02       3.825084e-06
# Stocahstic error estimate: 1.558750e-06
#
