#
# Mean: -7.97900837e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97900837e-02       2.240210e-06
      2              500       -7.97900837e-02       2.807618e-06
      5              200       -7.97900837e-02       3.510004e-06
     10              100       -7.97900837e-02       3.989177e-06
     20               50       -7.97900837e-02       4.619322e-06
     50               20       -7.97900837e-02       5.369957e-06
    100               10       -7.97900837e-02       4.500344e-06
    200                5       -7.97900837e-02       6.810954e-06
    300                3       -7.97906715e-02       7.226828e-06
    400                2       -7.97927988e-02       7.954044e-06
# Stocahstic error estimate: 5.369957e-06
#
