#
# Mean: -5.51849596e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.51849596e-02       9.700235e-07
      2              500       -5.51849596e-02       1.172204e-06
      5              200       -5.51849596e-02       1.400650e-06
     10              100       -5.51849596e-02       1.412935e-06
     20               50       -5.51849596e-02       1.387466e-06
     50               20       -5.51849596e-02       1.410890e-06
    100               10       -5.51849596e-02       1.639488e-06
    200                5       -5.51849596e-02       1.915636e-06
    300                3       -5.51853711e-02       1.841027e-06
    400                2       -5.51854821e-02       1.010220e-06
# Stocahstic error estimate: 1.412935e-06
#
