#
# Mean: -8.51294609e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.51294609e-02       7.500633e-07
      2              500       -8.51294609e-02       9.939376e-07
      5              200       -8.51294609e-02       1.399039e-06
     10              100       -8.51294609e-02       1.779308e-06
     20               50       -8.51294609e-02       2.068077e-06
     50               20       -8.51294609e-02       2.838119e-06
    100               10       -8.51294609e-02       2.728154e-06
    200                5       -8.51294609e-02       4.024421e-06
    300                3       -8.51282039e-02       3.079895e-07
    400                2       -8.51272971e-02       3.087030e-06
# Stocahstic error estimate: 2.838119e-06
#
