#
# Mean: -4.61236152e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.61236152e-02       2.140020e-07
      2              500       -4.61236152e-02       2.926217e-07
      5              200       -4.61236152e-02       4.382049e-07
     10              100       -4.61236152e-02       5.735240e-07
     20               50       -4.61236152e-02       7.357058e-07
     50               20       -4.61236152e-02       1.004164e-06
    100               10       -4.61236152e-02       8.846866e-07
    200                5       -4.61236152e-02       9.341218e-07
    300                3       -4.61236242e-02       1.991213e-06
    400                2       -4.61232219e-02       2.151304e-06
# Stocahstic error estimate: 1.004164e-06
#
