#
# Mean: -7.70218986e-02
# Block size    # of blocks         Mean                Error
      1            10000       -7.70218986e-02       5.160524e-06
      2             5000       -7.70218986e-02       6.283253e-06
      5             2000       -7.70218986e-02       7.635145e-06
     10             1000       -7.70218986e-02       8.305572e-06
     20              500       -7.70218986e-02       8.737373e-06
     50              200       -7.70218986e-02       9.212402e-06
    100              100       -7.70218986e-02       8.893849e-06
    200               50       -7.70218986e-02       1.002941e-05
    300               33       -7.70228009e-02       1.123169e-05
    400               25       -7.70218986e-02       1.147022e-05
    500               20       -7.70218986e-02       1.099516e-05
   1000               10       -7.70218986e-02       1.431255e-05
# Stocahstic error estimate: 9.212402e-06
#
