#
# Mean: -7.41106539e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.41106539e-02       6.642912e-06
      2              500       -7.41106539e-02       8.215252e-06
      5              200       -7.41106539e-02       1.050343e-05
     10              100       -7.41106539e-02       1.291867e-05
     20               50       -7.41106539e-02       1.404778e-05
     50               20       -7.41106539e-02       1.508514e-05
    100               10       -7.41106539e-02       1.632637e-05
    200                5       -7.41106539e-02       1.939204e-05
    300                3       -7.40999708e-02       1.803357e-05
    400                2       -7.40982680e-02       2.417159e-05
# Stocahstic error estimate: 1.939204e-05
#
