#
# Mean: -7.60070633e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.60070633e-03       2.860236e-07
      2              500       -7.60070633e-03       3.582969e-07
      5              200       -7.60070633e-03       4.420015e-07
     10              100       -7.60070633e-03       4.586579e-07
     20               50       -7.60070633e-03       4.687177e-07
     50               20       -7.60070633e-03       5.176413e-07
    100               10       -7.60070633e-03       5.216003e-07
    200                5       -7.60070633e-03       5.106110e-07
    300                3       -7.60070095e-03       6.178554e-07
    400                2       -7.60043349e-03       8.618596e-09
# Stocahstic error estimate: 4.586579e-07
#
