#
# Mean: -1.35585071e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.35585071e-02       6.242872e-06
      2              500       -1.35585071e-02       7.882393e-06
      5              200       -1.35585071e-02       1.037514e-05
     10              100       -1.35585071e-02       1.197202e-05
     20               50       -1.35585071e-02       1.245118e-05
     50               20       -1.35585071e-02       1.152666e-05
    100               10       -1.35585071e-02       1.446652e-05
    200                5       -1.35585071e-02       1.230756e-05
    300                3       -1.35485558e-02       9.499475e-06
    400                2       -1.35501269e-02       1.510485e-05
# Stocahstic error estimate: 1.245118e-05
#
