#
# Mean: -3.18099899e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18099899e-02       1.632029e-07
      2              500       -3.18099899e-02       2.232440e-07
      5              200       -3.18099899e-02       3.318488e-07
     10              100       -3.18099899e-02       4.380079e-07
     20               50       -3.18099899e-02       5.555194e-07
     50               20       -3.18099899e-02       7.476564e-07
    100               10       -3.18099899e-02       7.755631e-07
    200                5       -3.18099899e-02       9.656320e-07
    300                3       -3.18099157e-02       1.449455e-06
    400                2       -3.18100175e-02       1.019713e-06
# Stocahstic error estimate: 7.755631e-07
#
