#
# Mean: -1.98239471e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98239471e-02       1.996046e-08
      2              500       -1.98239471e-02       2.614074e-08
      5              200       -1.98239471e-02       3.534960e-08
     10              100       -1.98239471e-02       4.183327e-08
     20               50       -1.98239471e-02       4.870382e-08
     50               20       -1.98239471e-02       5.080042e-08
    100               10       -1.98239471e-02       5.330582e-08
    200                5       -1.98239471e-02       7.189417e-08
    300                3       -1.98239291e-02       6.722253e-08
    400                2       -1.98239161e-02       1.301160e-07
# Stocahstic error estimate: 5.080042e-08
#
