#
# Mean: -7.97888322e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97888322e-02       2.031329e-06
      2              500       -7.97888322e-02       2.479873e-06
      5              200       -7.97888322e-02       3.002142e-06
     10              100       -7.97888322e-02       3.368164e-06
     20               50       -7.97888322e-02       3.651064e-06
     50               20       -7.97888322e-02       4.478136e-06
    100               10       -7.97888322e-02       5.048849e-06
    200                5       -7.97888322e-02       5.814811e-06
    300                3       -7.97899992e-02       5.816066e-06
    400                2       -7.97879363e-02       1.117514e-07
# Stocahstic error estimate: 5.816066e-06
#
