rs = 10
----------------------------------------
Trial	Energy	Hyperparameters
3	-8.53163624e-02	1.786181651563806039e+00 
14	-8.52757711e-02	3.651143240493925912e-01 
11	-8.52704699e-02	2.332516726251946171e+00 
6	-8.52059575e-02	1.363397867074406522e-01 
7	-8.52023346e-02	2.444389734946248449e-01 
1	-8.51634881e-02	1.278101825332750574e-01 
15	-8.51584057e-02	1.052290110346141283e-01 
5	-8.51579123e-02	2.253070395972824325e-01 
4	-8.50811784e-02	1.084519345818855812e-01 
10	-8.50431994e-02	4.734146439038290355e-01 
0	-8.49388407e-02	2.072998569484007625e+00 
9	-8.48933478e-02	2.621574657704737632e+00 
8	-8.48300627e-02	3.312794240082990616e+00 
2	-8.44678966e-02	1.965453325149682406e+00 
12	-8.06553746e-02	4.990069391490313144e+00 
13	inf	8.674460462003901640e+00 

rs = 20
----------------------------------------
Trial	Energy	Hyperparameters
6	-4.62565705e-02	6.548364975872187355e-01 
11	-4.62049871e-02	6.866815666508266913e-01 
2	-4.61925148e-02	1.610171787224776940e+00 
13	-4.61891290e-02	1.018412304076716568e+00 
8	-4.61806123e-02	2.234961560685377324e-01 
9	-4.61685336e-02	6.534809461907582495e-01 
7	-4.61442819e-02	6.588049425043920326e-01 
1	-4.60866805e-02	1.501153769981719566e-01 
12	-4.60584834e-02	1.325309445218767201e-01 
3	-4.59756544e-02	1.076591873457542203e-01 
5	-4.59574672e-02	2.396063886810481325e+00 
15	-4.55962682e-02	2.381754044912447021e+00 
10	-4.54967224e-02	2.141938501263890515e+00 
0	-3.74148599e-02	3.237712193004526728e+00 
4	4.94959727e-02	5.650671940336012611e+00 
14	inf	6.528071361815530160e+00 

rs = 30
----------------------------------------
Trial	Energy	Hyperparameters
12	-3.18827807e-02	7.452053109688929755e-01 
3	-3.18815439e-02	6.807034964269219612e-01 
6	-3.18755568e-02	6.942933932252289830e-01 
15	-3.18675192e-02	1.403662248987411321e+00 
13	-3.17998716e-02	2.198999888726038687e+00 
5	-3.17801625e-02	3.468628685165315861e-01 
2	-3.17719824e-02	3.425682422325676546e-01 
0	-3.16902547e-02	1.900124766987027480e-01 
10	-3.16886327e-02	1.315949698796343992e-01 
7	-3.16863285e-02	1.228596984642957579e-01 
14	-3.14985452e-02	1.983054480493015914e+00 
1	-3.13627187e-02	3.086460772802882779e+00 
4	-2.84716193e-02	8.545485484946071963e+00 
11	-2.65701214e-02	2.653134486663433655e+00 
9	3.97166988e-02	4.606605985459893304e+00 
8	inf	6.285523532522748091e+00 

rs = 40
----------------------------------------
Trial	Energy	Hyperparameters
10	-2.43821648e-02	1.202009915818333052e+00 
12	-2.43216325e-02	6.594860947934539919e-01 
3	-2.43051033e-02	6.288846900365481218e-01 
15	-2.42742417e-02	3.111238350088233684e+00 
5	-2.42681217e-02	2.666477699984696859e+00 
13	-2.42625139e-02	1.927179695475694565e+00 
7	-2.42490987e-02	2.576832076777179736e+00 
9	-2.42453747e-02	1.514957408014851181e-01 
4	-2.42448023e-02	1.001078853570074589e-01 
6	-2.42444084e-02	1.145890977215644480e-01 
8	-2.42443114e-02	1.090510114898691485e-01 
11	-2.41680280e-02	2.102743170795077443e+00 
0	-1.82746663e-02	6.272093695765795118e+00 
1	inf	7.671899002644341437e+00 
14	inf	6.711527012769651357e+00 
2	inf	9.988126030650080978e+00 

rs = 50
----------------------------------------
Trial	Energy	Hyperparameters
15	-1.97271023e-02	1.449911670182393530e+00 
8	-1.97124851e-02	1.169574884214449995e+00 
7	-1.97053049e-02	1.012902234804305968e+00 
5	-1.96958865e-02	9.470972845033750476e-01 
2	-1.96952468e-02	2.626012660922699471e+00 
14	-1.96792594e-02	7.570319077222095183e-01 
11	-1.96763319e-02	6.459503009066412949e-01 
10	-1.96593234e-02	4.042523200790417715e-01 
9	-1.96579532e-02	1.189681356130593004e-01 
3	-1.96575382e-02	1.410018004271581249e-01 
4	-1.96573135e-02	1.079695765143722369e-01 
12	-1.96243307e-02	3.147006390499208273e+00 
6	-1.76968102e-02	9.372946878515255875e+00 
0	-1.38119786e-02	5.334550602262184249e+00 
1	inf	7.215766294811783332e+00 
13	inf	8.371105319861854355e+00 

