#
# Mean: -4.61632101e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.61632101e-02       2.109267e-07
      2              500       -4.61632101e-02       2.849357e-07
      5              200       -4.61632101e-02       4.056183e-07
     10              100       -4.61632101e-02       5.153499e-07
     20               50       -4.61632101e-02       6.290604e-07
     50               20       -4.61632101e-02       5.905525e-07
    100               10       -4.61632101e-02       5.597962e-07
    200                5       -4.61632101e-02       8.106707e-07
    300                3       -4.61632826e-02       1.127804e-06
    400                2       -4.61634740e-02       7.858643e-07
# Stocahstic error estimate: 6.290604e-07
#
