#
# Mean: -2.75038041e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.75038041e-02       1.796482e-07
      2              500       -2.75038041e-02       2.392444e-07
      5              200       -2.75038041e-02       3.420813e-07
     10              100       -2.75038041e-02       4.300488e-07
     20               50       -2.75038041e-02       5.341451e-07
     50               20       -2.75038041e-02       6.569795e-07
    100               10       -2.75038041e-02       6.824917e-07
    200                5       -2.75038041e-02       4.682817e-07
    300                3       -2.75036039e-02       3.606131e-07
    400                2       -2.75039415e-02       4.919098e-07
# Stocahstic error estimate: 6.824917e-07
#
