#
# Mean: -3.19291713e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.19291713e-02       5.944097e-08
      2              500       -3.19291713e-02       7.832658e-08
      5              200       -3.19291713e-02       1.085987e-07
     10              100       -3.19291713e-02       1.353251e-07
     20               50       -3.19291713e-02       1.568031e-07
     50               20       -3.19291713e-02       2.051241e-07
    100               10       -3.19291713e-02       1.413382e-07
    200                5       -3.19291713e-02       9.383970e-08
    300                3       -3.19291235e-02       1.972038e-07
    400                2       -3.19291412e-02       1.204390e-08
# Stocahstic error estimate: 2.051241e-07
#
