#
# Mean: -1.98066721e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98066721e-02       3.920521e-08
      2              500       -1.98066721e-02       5.194264e-08
      5              200       -1.98066721e-02       7.371540e-08
     10              100       -1.98066721e-02       9.136851e-08
     20               50       -1.98066721e-02       1.162224e-07
     50               20       -1.98066721e-02       1.451951e-07
    100               10       -1.98066721e-02       1.205717e-07
    200                5       -1.98066721e-02       1.187159e-07
    300                3       -1.98067157e-02       1.402003e-07
    400                2       -1.98067258e-02       2.742428e-08
# Stocahstic error estimate: 1.451951e-07
#
