#
# Mean: 5.69045692e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69045692e-01       2.031911e-05
      2              500       5.69045692e-01       2.386244e-05
      5              200       5.69045692e-01       2.838695e-05
     10              100       5.69045692e-01       3.191544e-05
     20               50       5.69045692e-01       3.296482e-05
     50               20       5.69045692e-01       4.078757e-05
    100               10       5.69045692e-01       3.074012e-05
    200                5       5.69045692e-01       4.198810e-05
    300                3       5.69052405e-01       7.874065e-06
    400                2       5.69040096e-01       3.324854e-05
# Stocahstic error estimate: 3.296482e-05
#
