#
# Mean: -3.18171678e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18171678e-02       1.874577e-07
      2              500       -3.18171678e-02       2.537028e-07
      5              200       -3.18171678e-02       3.736101e-07
     10              100       -3.18171678e-02       4.972827e-07
     20               50       -3.18171678e-02       6.200791e-07
     50               20       -3.18171678e-02       8.364527e-07
    100               10       -3.18171678e-02       8.173689e-07
    200                5       -3.18171678e-02       9.576124e-07
    300                3       -3.18173035e-02       1.842110e-06
    400                2       -3.18169930e-02       2.600110e-07
# Stocahstic error estimate: 8.364527e-07
#
