#
# Mean: -7.63570595e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.63570595e-02       1.372464e-05
      2              500       -7.63570595e-02       1.724020e-05
      5              200       -7.63570595e-02       2.253304e-05
     10              100       -7.63570595e-02       2.531174e-05
     20               50       -7.63570595e-02       2.732427e-05
     50               20       -7.63570595e-02       3.199426e-05
    100               10       -7.63570595e-02       3.520026e-05
    200                5       -7.63570595e-02       2.182867e-05
    300                3       -7.63557676e-02       5.111777e-05
    400                2       -7.63676550e-02       5.142496e-05
# Stocahstic error estimate: 3.520026e-05
#
