#
# Mean: -1.16491460e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.16491460e-02       1.055616e-05
      2              500       -1.16491460e-02       1.339574e-05
      5              200       -1.16491460e-02       1.775797e-05
     10              100       -1.16491460e-02       2.165314e-05
     20               50       -1.16491460e-02       2.339605e-05
     50               20       -1.16491460e-02       2.977854e-05
    100               10       -1.16491460e-02       3.006414e-05
    200                5       -1.16491460e-02       4.168145e-05
    300                3       -1.16489970e-02       3.098771e-05
    400                2       -1.16517714e-02       6.706914e-05
# Stocahstic error estimate: 3.006414e-05
#
