#
# Mean: -4.12817851e-03
# Block size    # of blocks         Mean                Error
      1            10000       -4.12817851e-03       1.470463e-05
      2             5000       -4.12817851e-03       1.767118e-05
      5             2000       -4.12817851e-03       2.137582e-05
     10             1000       -4.12817851e-03       2.332781e-05
     20              500       -4.12817851e-03       2.435604e-05
     50              200       -4.12817851e-03       2.419686e-05
    100              100       -4.12817851e-03       2.527735e-05
    200               50       -4.12817851e-03       2.564840e-05
    300               33       -4.12953252e-03       2.451674e-05
    400               25       -4.12817851e-03       2.464432e-05
    500               20       -4.12817851e-03       2.025680e-05
   1000               10       -4.12817851e-03       2.395060e-05
# Stocahstic error estimate: 2.435604e-05
#
