#
# Mean: -3.17599939e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.17599939e-02       1.846997e-07
      2              500       -3.17599939e-02       2.510301e-07
      5              200       -3.17599939e-02       3.664004e-07
     10              100       -3.17599939e-02       4.673656e-07
     20               50       -3.17599939e-02       5.944099e-07
     50               20       -3.17599939e-02       7.676141e-07
    100               10       -3.17599939e-02       8.542998e-07
    200                5       -3.17599939e-02       4.843315e-07
    300                3       -3.17601423e-02       5.084622e-07
    400                2       -3.17600771e-02       2.911509e-07
# Stocahstic error estimate: 8.542998e-07
#
