#
# Mean: -4.62817668e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62817668e-02       2.152401e-07
      2              500       -4.62817668e-02       2.859387e-07
      5              200       -4.62817668e-02       4.069176e-07
     10              100       -4.62817668e-02       5.295996e-07
     20               50       -4.62817668e-02       6.622362e-07
     50               20       -4.62817668e-02       8.212316e-07
    100               10       -4.62817668e-02       9.724864e-07
    200                5       -4.62817668e-02       7.272593e-07
    300                3       -4.62815070e-02       1.142211e-06
    400                2       -4.62816019e-02       4.802200e-07
# Stocahstic error estimate: 9.724864e-07
#
