#
# Mean: -4.62046517e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62046517e-02       2.160837e-07
      2              500       -4.62046517e-02       2.862002e-07
      5              200       -4.62046517e-02       4.028715e-07
     10              100       -4.62046517e-02       4.935222e-07
     20               50       -4.62046517e-02       5.738873e-07
     50               20       -4.62046517e-02       6.362406e-07
    100               10       -4.62046517e-02       6.818257e-07
    200                5       -4.62046517e-02       6.177286e-07
    300                3       -4.62050610e-02       2.359909e-07
    400                2       -4.62050582e-02       7.132175e-07
# Stocahstic error estimate: 6.818257e-07
#
