#
# Mean: -4.62589575e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62589575e-02       1.923200e-07
      2              500       -4.62589575e-02       2.516912e-07
      5              200       -4.62589575e-02       3.427354e-07
     10              100       -4.62589575e-02       4.214685e-07
     20               50       -4.62589575e-02       5.007150e-07
     50               20       -4.62589575e-02       5.866596e-07
    100               10       -4.62589575e-02       3.957011e-07
    200                5       -4.62589575e-02       3.774892e-07
    300                3       -4.62587813e-02       4.619467e-07
    400                2       -4.62587215e-02       7.633323e-07
# Stocahstic error estimate: 5.866596e-07
#
