#
# Mean: -3.18439413e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18439413e-02       1.509688e-07
      2              500       -3.18439413e-02       2.041853e-07
      5              200       -3.18439413e-02       2.970221e-07
     10              100       -3.18439413e-02       3.823213e-07
     20               50       -3.18439413e-02       4.633772e-07
     50               20       -3.18439413e-02       6.128294e-07
    100               10       -3.18439413e-02       7.132574e-07
    200                5       -3.18439413e-02       5.297649e-07
    300                3       -3.18442364e-02       1.140870e-06
    400                2       -3.18439696e-02       7.189471e-07
# Stocahstic error estimate: 7.132574e-07
#
