#
# Mean: -1.97749590e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97749590e-02       7.324494e-08
      2              500       -1.97749590e-02       1.000864e-07
      5              200       -1.97749590e-02       1.466819e-07
     10              100       -1.97749590e-02       1.898136e-07
     20               50       -1.97749590e-02       2.406281e-07
     50               20       -1.97749590e-02       2.909424e-07
    100               10       -1.97749590e-02       3.110352e-07
    200                5       -1.97749590e-02       3.306571e-07
    300                3       -1.97751069e-02       3.097987e-07
    400                2       -1.97750291e-02       2.271999e-07
# Stocahstic error estimate: 3.306571e-07
#
