#
# Mean: -8.48960862e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.48960862e-02       5.176947e-07
      2              500       -8.48960862e-02       6.811495e-07
      5              200       -8.48960862e-02       9.574753e-07
     10              100       -8.48960862e-02       1.205442e-06
     20               50       -8.48960862e-02       1.445467e-06
     50               20       -8.48960862e-02       1.573440e-06
    100               10       -8.48960862e-02       1.814057e-06
    200                5       -8.48960862e-02       1.319725e-06
    300                3       -8.48958068e-02       2.042204e-06
    400                2       -8.48952358e-02       2.071619e-06
# Stocahstic error estimate: 1.814057e-06
#
