#
# Mean: -4.59297382e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59297382e-02       3.570804e-07
      2              500       -4.59297382e-02       4.840099e-07
      5              200       -4.59297382e-02       7.154898e-07
     10              100       -4.59297382e-02       9.123261e-07
     20               50       -4.59297382e-02       1.120491e-06
     50               20       -4.59297382e-02       1.409386e-06
    100               10       -4.59297382e-02       1.809849e-06
    200                5       -4.59297382e-02       2.061485e-06
    300                3       -4.59305931e-02       2.757039e-06
    400                2       -4.59310934e-02       2.015699e-06
# Stocahstic error estimate: 2.757039e-06
#
