#
# Mean: -1.97100854e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97100854e-02       8.213226e-08
      2              500       -1.97100854e-02       1.102831e-07
      5              200       -1.97100854e-02       1.594726e-07
     10              100       -1.97100854e-02       1.985315e-07
     20               50       -1.97100854e-02       2.481151e-07
     50               20       -1.97100854e-02       2.882726e-07
    100               10       -1.97100854e-02       3.686353e-07
    200                5       -1.97100854e-02       5.373999e-07
    300                3       -1.97101354e-02       5.867879e-07
    400                2       -1.97100722e-02       5.817255e-07
# Stocahstic error estimate: 5.867879e-07
#
