#
# Mean: -7.61332244e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.61332244e-02       5.132195e-06
      2              500       -7.61332244e-02       6.747811e-06
      5              200       -7.61332244e-02       9.531697e-06
     10              100       -7.61332244e-02       1.135775e-05
     20               50       -7.61332244e-02       1.342364e-05
     50               20       -7.61332244e-02       1.481537e-05
    100               10       -7.61332244e-02       1.459874e-05
    200                5       -7.61332244e-02       1.814827e-05
    300                3       -7.61339513e-02       1.952361e-05
    400                2       -7.61295246e-02       4.178046e-05
# Stocahstic error estimate: 1.481537e-05
#
