#
# Mean: -4.63159406e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.63159406e-02       1.649646e-07
      2              500       -4.63159406e-02       2.188270e-07
      5              200       -4.63159406e-02       3.115155e-07
     10              100       -4.63159406e-02       4.026149e-07
     20               50       -4.63159406e-02       4.627860e-07
     50               20       -4.63159406e-02       5.614482e-07
    100               10       -4.63159406e-02       6.210588e-07
    200                5       -4.63159406e-02       4.830714e-07
    300                3       -4.63160566e-02       8.256307e-07
    400                2       -4.63159219e-02       8.891722e-07
# Stocahstic error estimate: 6.210588e-07
#
