#
# Mean: -8.61495698e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.61495698e-02       1.725716e-06
      2              500       -8.61495698e-02       2.166899e-06
      5              200       -8.61495698e-02       2.782953e-06
     10              100       -8.61495698e-02       3.081133e-06
     20               50       -8.61495698e-02       3.367036e-06
     50               20       -8.61495698e-02       4.109834e-06
    100               10       -8.61495698e-02       4.787464e-06
    200                5       -8.61495698e-02       4.910728e-06
    300                3       -8.61503338e-02       9.506005e-06
    400                2       -8.61469412e-02       9.767482e-06
# Stocahstic error estimate: 4.910728e-06
#
