#
# Mean: -1.37820573e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.37820573e-02       3.397028e-07
      2              500       -1.37820573e-02       4.488501e-07
      5              200       -1.37820573e-02       6.394559e-07
     10              100       -1.37820573e-02       7.958982e-07
     20               50       -1.37820573e-02       9.206201e-07
     50               20       -1.37820573e-02       1.173087e-06
    100               10       -1.37820573e-02       1.614068e-06
    200                5       -1.37820573e-02       1.998189e-06
    300                3       -1.37812520e-02       2.226289e-06
    400                2       -1.37804568e-02       1.867996e-06
# Stocahstic error estimate: 2.226289e-06
#
