#
# Mean: -2.42956022e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42956022e-02       1.269774e-07
      2              500       -2.42956022e-02       1.649271e-07
      5              200       -2.42956022e-02       2.194182e-07
     10              100       -2.42956022e-02       2.655506e-07
     20               50       -2.42956022e-02       3.192414e-07
     50               20       -2.42956022e-02       3.893613e-07
    100               10       -2.42956022e-02       4.916562e-07
    200                5       -2.42956022e-02       5.989428e-07
    300                3       -2.42957405e-02       1.508106e-07
    400                2       -2.42957615e-02       8.130393e-07
# Stocahstic error estimate: 5.989428e-07
#
