#
# Mean: -3.19242379e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.19242379e-02       6.421723e-08
      2              500       -3.19242379e-02       8.526995e-08
      5              200       -3.19242379e-02       1.187473e-07
     10              100       -3.19242379e-02       1.389467e-07
     20               50       -3.19242379e-02       1.593726e-07
     50               20       -3.19242379e-02       1.497240e-07
    100               10       -3.19242379e-02       1.589860e-07
    200                5       -3.19242379e-02       1.716832e-07
    300                3       -3.19243345e-02       1.769644e-07
    400                2       -3.19243878e-02       7.916389e-08
# Stocahstic error estimate: 1.593726e-07
#
