#
# Mean: -2.44083280e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44083280e-02       6.854405e-08
      2              500       -2.44083280e-02       9.326141e-08
      5              200       -2.44083280e-02       1.373504e-07
     10              100       -2.44083280e-02       1.799938e-07
     20               50       -2.44083280e-02       2.292507e-07
     50               20       -2.44083280e-02       2.685052e-07
    100               10       -2.44083280e-02       2.566484e-07
    200                5       -2.44083280e-02       3.312268e-07
    300                3       -2.44083488e-02       2.800560e-07
    400                2       -2.44083635e-02       1.982939e-07
# Stocahstic error estimate: 2.685052e-07
#
