#
# Mean: -7.86812387e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.86812387e-02       5.347493e-06
      2              500       -7.86812387e-02       6.664737e-06
      5              200       -7.86812387e-02       8.613923e-06
     10              100       -7.86812387e-02       1.045515e-05
     20               50       -7.86812387e-02       1.091771e-05
     50               20       -7.86812387e-02       1.211212e-05
    100               10       -7.86812387e-02       1.185117e-05
    200                5       -7.86812387e-02       1.751527e-05
    300                3       -7.86786101e-02       2.246287e-05
    400                2       -7.86712480e-02       3.081040e-05
# Stocahstic error estimate: 1.091771e-05
#
